effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,sd__X_i,35.69,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.452,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.576,NA,NA,NA,NA
fixed,NA,(Intercept),811.521,13.277,61.124,122.364,0
fixed,NA,X_i,72.962,19.07,3.826,51.34,0
ran_pars,subj_id,sd__(Intercept),94.188,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.334,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.649,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.128,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.178,NA,NA,NA,NA
fixed,NA,(Intercept),788.697,15.64,50.428,129.585,0
fixed,NA,X_i,19.812,21.624,0.916,51.277,0.364
ran_pars,subj_id,sd__(Intercept),114.809,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.258,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.487,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.483,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.494,NA,NA,NA,NA
fixed,NA,(Intercept),805.066,14.036,57.355,114.843,0
fixed,NA,X_i,39.696,21.017,1.889,50.054,0.065
ran_pars,subj_id,sd__(Intercept),94.411,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.251,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.865,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.631,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.43,NA,NA,NA,NA
fixed,NA,(Intercept),818.429,16.897,48.437,121.784,0
fixed,NA,X_i,27.03,24.608,1.098,50.151,0.277
ran_pars,subj_id,sd__(Intercept),117.296,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.271,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.274,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.692,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.896,NA,NA,NA,NA
fixed,NA,(Intercept),798.469,15.938,50.099,105.314,0
fixed,NA,X_i,46.065,25.205,1.828,50.787,0.073
ran_pars,subj_id,sd__(Intercept),99.931,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.235,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.255,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.474,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.429,NA,NA,NA,NA
fixed,NA,(Intercept),813.581,15.279,53.247,113.407,0
fixed,NA,X_i,43.294,23.596,1.835,53.719,0.072
ran_pars,subj_id,sd__(Intercept),101.173,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.066,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,56.897,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.532,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.84,NA,NA,NA,NA
fixed,NA,(Intercept),802.508,14.9,53.86,115.715,0
fixed,NA,X_i,48.962,22.467,2.179,51.52,0.034
ran_pars,subj_id,sd__(Intercept),100.25,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.14,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.307,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.411,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.121,NA,NA,NA,NA
fixed,NA,(Intercept),818.494,15.55,52.635,96.843,0
fixed,NA,X_i,65.239,25.303,2.578,49.307,0.013
ran_pars,subj_id,sd__(Intercept),91.681,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.131,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.295,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.581,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.946,NA,NA,NA,NA
fixed,NA,(Intercept),799.318,14.041,56.926,109.202,0
fixed,NA,X_i,81.244,22.016,3.69,53.32,0.001
ran_pars,subj_id,sd__(Intercept),90.902,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.044,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.563,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.033,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.16,NA,NA,NA,NA
fixed,NA,(Intercept),798.809,14.81,53.937,126.833,0
fixed,NA,X_i,82.817,20.803,3.981,51.414,0
ran_pars,subj_id,sd__(Intercept),107.3,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.318,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.933,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.366,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.643,NA,NA,NA,NA
fixed,NA,(Intercept),796.504,16.618,47.931,95.032,0
fixed,NA,X_i,54.005,27.257,1.981,49.254,0.053
ran_pars,subj_id,sd__(Intercept),96.408,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.552,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.801,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.558,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.754,NA,NA,NA,NA
fixed,NA,(Intercept),810.839,15.632,51.872,98.703,0
fixed,NA,X_i,43.27,25.18,1.718,48.941,0.092
ran_pars,subj_id,sd__(Intercept),93.573,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.197,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.177,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.203,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.104,NA,NA,NA,NA
fixed,NA,(Intercept),801.323,14.289,56.081,108.517,0
fixed,NA,X_i,48.26,22.501,2.145,53.378,0.037
ran_pars,subj_id,sd__(Intercept),91.969,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.174,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,52.892,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.767,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.237,NA,NA,NA,NA
fixed,NA,(Intercept),803.625,16.017,50.172,101.75,0
fixed,NA,X_i,55.945,25.741,2.173,50.82,0.034
ran_pars,subj_id,sd__(Intercept),97.881,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.243,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.3,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.433,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.236,NA,NA,NA,NA
fixed,NA,(Intercept),820.569,14.36,57.141,100.415,0
fixed,NA,X_i,45.485,23.426,1.942,53.246,0.057
ran_pars,subj_id,sd__(Intercept),87.418,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.108,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.389,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.945,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.645,NA,NA,NA,NA
fixed,NA,(Intercept),809.376,14.3,56.601,98.415,0
fixed,NA,X_i,91.364,23.218,3.935,50.519,0
ran_pars,subj_id,sd__(Intercept),85.652,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.006,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.206,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.494,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.665,NA,NA,NA,NA
fixed,NA,(Intercept),782.208,16.997,46.02,102.204,0
fixed,NA,X_i,44.356,27.096,1.637,49.443,0.108
ran_pars,subj_id,sd__(Intercept),104.028,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.199,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.844,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),92.917,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.137,NA,NA,NA,NA
fixed,NA,(Intercept),788.405,15.193,51.892,114.33,0
fixed,NA,X_i,41.596,23.042,1.805,51.088,0.077
ran_pars,subj_id,sd__(Intercept),101.218,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.118,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.724,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.666,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.815,NA,NA,NA,NA
fixed,NA,(Intercept),782.157,15.748,49.668,95.356,0
fixed,NA,X_i,33.35,25.603,1.303,48.025,0.199
ran_pars,subj_id,sd__(Intercept),91.737,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,4.12,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.277,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.73,NA,NA,NA,NA
fixed,NA,(Intercept),812.774,13.982,58.13,111.689,0
fixed,NA,X_i,70.699,21.318,3.316,50.365,0.002
ran_pars,subj_id,sd__(Intercept),92.12,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.095,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.514,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.633,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.111,NA,NA,NA,NA
fixed,NA,(Intercept),801.511,13.89,57.703,105.207,0
fixed,NA,X_i,55.609,21.854,2.545,50.484,0.014
ran_pars,subj_id,sd__(Intercept),87.626,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.498,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.993,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.508,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.081,NA,NA,NA,NA
fixed,NA,(Intercept),800.589,14.668,54.581,94.918,0
fixed,NA,X_i,16.925,24.18,0.7,50.543,0.487
ran_pars,subj_id,sd__(Intercept),85.41,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.107,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.879,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.874,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.594,NA,NA,NA,NA
fixed,NA,(Intercept),790.472,15.999,49.407,110.343,0
fixed,NA,X_i,26.688,24.732,1.079,50.766,0.286
ran_pars,subj_id,sd__(Intercept),103.701,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.474,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.354,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.809,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.496,NA,NA,NA,NA
fixed,NA,(Intercept),818.412,15.147,54.033,99.885,0
fixed,NA,X_i,77.497,24.521,3.16,50.921,0.003
ran_pars,subj_id,sd__(Intercept),91.509,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.112,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.083,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.009,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.359,NA,NA,NA,NA
fixed,NA,(Intercept),800.028,16.517,48.438,100.736,0
fixed,NA,X_i,42.876,26.532,1.616,49.783,0.112
ran_pars,subj_id,sd__(Intercept),100.09,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.138,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.691,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.76,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.332,NA,NA,NA,NA
fixed,NA,(Intercept),781.175,13.384,58.366,124.811,0
fixed,NA,X_i,42.48,18.738,2.267,49.714,0.028
ran_pars,subj_id,sd__(Intercept),96.513,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.271,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.774,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),62.5,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.236,NA,NA,NA,NA
fixed,NA,(Intercept),803.984,16.774,47.932,101.59,0
fixed,NA,X_i,63.313,26.864,2.357,49.825,0.022
ran_pars,subj_id,sd__(Intercept),102.194,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.135,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.475,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.968,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.85,NA,NA,NA,NA
fixed,NA,(Intercept),770.767,15.658,49.224,112.16,0
fixed,NA,X_i,55.85,23.787,2.348,49.209,0.023
ran_pars,subj_id,sd__(Intercept),102.787,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.314,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,27.695,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.113,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.386,NA,NA,NA,NA
fixed,NA,(Intercept),809.046,16.629,48.653,108.981,0
fixed,NA,X_i,62.835,25.885,2.427,50.728,0.019
ran_pars,subj_id,sd__(Intercept),106.688,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.265,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.889,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.919,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.242,NA,NA,NA,NA
fixed,NA,(Intercept),809.145,14.801,54.668,99.583,0
fixed,NA,X_i,95.066,24.173,3.933,52.478,0
ran_pars,subj_id,sd__(Intercept),89.286,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.341,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.907,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.096,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.697,NA,NA,NA,NA
fixed,NA,(Intercept),798.636,15.398,51.868,119.381,0
fixed,NA,X_i,39.988,22.646,1.766,50.384,0.083
ran_pars,subj_id,sd__(Intercept),105.92,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.476,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.441,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.459,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.701,NA,NA,NA,NA
fixed,NA,(Intercept),773.951,14.916,51.887,107.518,0
fixed,NA,X_i,22.987,23.535,0.977,52.579,0.333
ran_pars,subj_id,sd__(Intercept),95.17,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.519,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.181,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.763,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.092,NA,NA,NA,NA
fixed,NA,(Intercept),812.433,16.391,49.567,105.813,0
fixed,NA,X_i,35.599,25.606,1.39,48.77,0.171
ran_pars,subj_id,sd__(Intercept),103.042,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.208,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,24.014,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.833,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.266,NA,NA,NA,NA
fixed,NA,(Intercept),808.224,15.095,53.541,96.745,0
fixed,NA,X_i,83.057,24.673,3.366,50.234,0.001
ran_pars,subj_id,sd__(Intercept),89.066,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.25,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.196,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.835,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.734,NA,NA,NA,NA
fixed,NA,(Intercept),811.967,17.45,46.531,94.095,0
fixed,NA,X_i,18.908,28.857,0.655,49.923,0.515
ran_pars,subj_id,sd__(Intercept),100.275,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.13,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.12,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),99.011,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.55,NA,NA,NA,NA
fixed,NA,(Intercept),811.623,14.37,56.481,114.532,0
fixed,NA,X_i,77.986,21.687,3.596,50.806,0.001
ran_pars,subj_id,sd__(Intercept),96.167,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.082,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.796,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.896,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.695,NA,NA,NA,NA
fixed,NA,(Intercept),780.548,16.687,46.774,113.099,0
fixed,NA,X_i,56.166,25.51,2.202,50.895,0.032
ran_pars,subj_id,sd__(Intercept),109.881,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.332,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.529,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.54,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.389,NA,NA,NA,NA
fixed,NA,(Intercept),800.608,13.953,57.378,96.453,0
fixed,NA,X_i,50.041,22.804,2.194,50.311,0.033
ran_pars,subj_id,sd__(Intercept),82.437,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.17,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.162,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.035,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.591,NA,NA,NA,NA
fixed,NA,(Intercept),787.578,14.672,53.678,105.822,0
fixed,NA,X_i,1.83,23.204,0.079,51.658,0.937
ran_pars,subj_id,sd__(Intercept),92.658,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.143,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45.531,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.918,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.93,NA,NA,NA,NA
fixed,NA,(Intercept),800.404,16.229,49.32,105.319,0
fixed,NA,X_i,17.381,25.736,0.675,51.251,0.502
ran_pars,subj_id,sd__(Intercept),101.684,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.153,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.354,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.141,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.273,NA,NA,NA,NA
fixed,NA,(Intercept),795.367,14.915,53.325,114.441,0
fixed,NA,X_i,83.902,22.629,3.708,51.5,0.001
ran_pars,subj_id,sd__(Intercept),99.598,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.502,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.582,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.95,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.787,NA,NA,NA,NA
fixed,NA,(Intercept),780.507,14.855,52.54,120.374,0
fixed,NA,X_i,52.083,21.57,2.415,49.397,0.02
ran_pars,subj_id,sd__(Intercept),103.067,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.424,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,27.285,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.981,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.138,NA,NA,NA,NA
fixed,NA,(Intercept),786.992,14.959,52.61,118.56,0
fixed,NA,X_i,75.281,22.022,3.418,49.974,0.001
ran_pars,subj_id,sd__(Intercept),102.555,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.185,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.57,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.372,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.636,NA,NA,NA,NA
fixed,NA,(Intercept),799.533,15.694,50.946,107.957,0
fixed,NA,X_i,54.329,24.407,2.226,50.088,0.031
ran_pars,subj_id,sd__(Intercept),100.372,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.436,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.735,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.782,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,206.091,NA,NA,NA,NA
fixed,NA,(Intercept),817.214,15.025,54.389,100.104,0
fixed,NA,X_i,75.613,24.258,3.117,50.663,0.003
ran_pars,subj_id,sd__(Intercept),91.009,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.025,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.868,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.107,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.252,NA,NA,NA,NA
fixed,NA,(Intercept),794.371,13.722,57.888,112.707,0
fixed,NA,X_i,45.615,21.163,2.155,53.675,0.036
ran_pars,subj_id,sd__(Intercept),91.05,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.127,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.239,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.853,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.708,NA,NA,NA,NA
fixed,NA,(Intercept),813.436,15.518,52.42,109.309,0
fixed,NA,X_i,29.714,23.933,1.242,49.616,0.22
ran_pars,subj_id,sd__(Intercept),100.079,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.485,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.944,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.411,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.102,NA,NA,NA,NA
fixed,NA,(Intercept),814.762,15.606,52.209,110.104,0
fixed,NA,X_i,77.329,24.359,3.175,52.531,0.003
ran_pars,subj_id,sd__(Intercept),101.05,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.139,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,52.555,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.745,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.343,NA,NA,NA,NA
fixed,NA,(Intercept),781.002,12.758,61.215,106.938,0
fixed,NA,X_i,45.453,19.677,2.31,49.014,0.025
ran_pars,subj_id,sd__(Intercept),81.988,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.112,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,22.251,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),66.071,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.068,NA,NA,NA,NA
fixed,NA,(Intercept),800.718,15.899,50.362,125.987,0
fixed,NA,X_i,71.529,22.592,3.166,51.126,0.003
ran_pars,subj_id,sd__(Intercept),113.77,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.053,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.213,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.015,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.333,NA,NA,NA,NA
fixed,NA,(Intercept),785.409,14.807,53.042,128.389,0
fixed,NA,X_i,38.932,20.681,1.882,52.511,0.065
ran_pars,subj_id,sd__(Intercept),108.362,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.37,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45.136,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.571,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.453,NA,NA,NA,NA
fixed,NA,(Intercept),802.548,16.435,48.833,115.906,0
fixed,NA,X_i,40.747,24.851,1.64,51.526,0.107
ran_pars,subj_id,sd__(Intercept),110.174,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.231,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.637,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.928,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.943,NA,NA,NA,NA
fixed,NA,(Intercept),787.745,16.111,48.895,101.645,0
fixed,NA,X_i,29.85,26.126,1.143,52.501,0.258
ran_pars,subj_id,sd__(Intercept),98.379,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.059,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,56.077,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.996,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.936,NA,NA,NA,NA
fixed,NA,(Intercept),780.973,15.648,49.908,100.142,0
fixed,NA,X_i,73.48,25.226,2.913,50.353,0.005
ran_pars,subj_id,sd__(Intercept),94.753,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.37,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.048,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.596,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,206.771,NA,NA,NA,NA
fixed,NA,(Intercept),787.417,15.215,51.752,99.622,0
fixed,NA,X_i,79.478,24.722,3.215,51.408,0.002
ran_pars,subj_id,sd__(Intercept),91.733,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.243,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.679,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.497,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.896,NA,NA,NA,NA
fixed,NA,(Intercept),795.642,13.393,59.407,122.074,0
fixed,NA,X_i,28.424,19.503,1.457,53.615,0.151
ran_pars,subj_id,sd__(Intercept),94.819,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.318,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.434,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.831,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.737,NA,NA,NA,NA
fixed,NA,(Intercept),790.746,15.087,52.411,112.242,0
fixed,NA,X_i,46.902,23.075,2.033,50.811,0.047
ran_pars,subj_id,sd__(Intercept),99.253,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.195,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.994,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.862,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.364,NA,NA,NA,NA
fixed,NA,(Intercept),784.714,14.241,55.104,120.688,0
fixed,NA,X_i,84.484,20.623,4.097,49.986,0
ran_pars,subj_id,sd__(Intercept),99.431,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.457,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.927,NA,NA,NA,NA
